Player Name ,ODI Year : Run,Total Carrier Runs
A Dananjaya,"year 2012: Run -
year 2017: Run 115
year 2018: Run 161
year 2019: Run 7
",283
PB Dassanayake,"year 1993: Run 14
year 1994: Run 20*
",85
RG de Alwis,"year 1983: Run 198
year 1984: Run 18
year 1986: Run 51
year 1987: Run 16
year 1988: Run 118
",401
ALF de Mel,"year 1982: Run 86
year 1983: Run 130
year 1984: Run 32
year 1985: Run 100
year 1986: Run 99
year 1987: Run 19
",466
SI de Saram,"year 1999: Run 24*
year 2000: Run 12
year 2001: Run 38
",183
DM de Silva,"year 2016: Run 273
year 2017: Run 62
year 2018: Run 222
year 2019: Run 131
",688
AM de Silva,"year 1986: Run 8
year 1993: Run 4
",12
DLS de Silva,"year 1979: Run 10
",10
DS de Silva,"year 1975: Run 47
year 1979: Run 7
year 1982: Run 31
year 1983: Run 172
year 1984: Run 61
year 1985: Run 53
",371
EAR de Silva,"year 1986: Run -
year 1987: Run -
year 1988: Run 38
year 1989: Run 42
year 1990: Run 21
year 1991: Run 37
year 1992: Run -
",138
GN de Silva,"year 1983: Run -
year 1985: Run 9
",9
GRA de Silva,"year 1975: Run 0
year 1979: Run 2
year 1982: Run 7
",9
KSC de Silva,"year 1996: Run 8
year 1997: Run 27
year 1998: Run 0
year 1999: Run 3
year 2000: Run 1
",39
PA de Silva,"year 1984: Run 105
year 1985: Run 384
year 1986: Run 147
year 1987: Run 155
year 1988: Run 520
year 1989: Run 441
year 1990: Run 470
year 1991: Run 53
year 1992: Run 538
year 1993: Run 699
year 1994: Run 712
year 1995: Run 481
year 1996: Run 1188
year 1997: Run 1212
year 1998: Run 694
year 1999: Run 394
year 2000: Run 141
year 2001: Run 96
year 2002: Run 464
year 2003: Run 390
",9284
PC de Silva,"year 2014: Run 80
year 2017: Run 14
",94
PWH de Silva,"year 2017: Run 22
year 2018: Run 11
",63
SKL de Silva,"year 1997: Run 57
",161
HDPK Dharmasena,"year 1994: Run 46
year 1995: Run 102
year 1996: Run 238
year 1997: Run 252
year 1998: Run 211
year 2000: Run 9
year 2001: Run 174
year 2002: Run 8
year 2003: Run 156
year 2004: Run 26
",1222
RL Dias,"year 1979: Run 75
year 1982: Run 479
year 1983: Run 157
year 1984: Run 115
year 1985: Run 587
year 1986: Run 33
year 1987: Run 127
",1573
N Dickwella,"year 2014: Run 4
year 2016: Run 179
year 2017: Run 826
year 2018: Run 415
year 2019: Run 147
",1571
LHD Dilhara,"year 2005: Run 77
year 2013: Run 6
",83
TM Dilshan,"year 1999: Run 141
year 2000: Run 86
year 2001: Run 3
year 2002: Run 52
year 2003: Run 111
year 2004: Run 471
year 2005: Run 327
year 2006: Run 757
year 2007: Run 632
year 2008: Run 414
year 2009: Run 1000
year 2010: Run 921
year 2011: Run 820
year 2012: Run 1119
year 2013: Run 1160
year 2014: Run 990
year 2015: Run 1207
year 2016: Run 79
",10290
CI Dunusinghe,"year 1995: Run 1
",1
RMS Eranga,"year 2011: Run 3
year 2012: Run 0
year 2013: Run 14
year 2014: Run 12
year 2015: Run 5
year 2016: Run 0
",34
AM Fernando,"year 2017: Run -
",-
N Pradeep,"year 2012: Run 0
year 2015: Run 3
year 2016: Run 9
year 2017: Run 6
year 2018: Run 0
year 2019: Run 9
",27
BOP Fernando,"year 2019: Run 49
",127
CRD Fernando,"year 2001: Run 21
year 2002: Run 30
year 2003: Run 30
year 2004: Run 3
year 2005: Run 7
year 2006: Run 39
year 2007: Run 59
year 2008: Run 14
year 2009: Run 28
year 2010: Run 8
year 2011: Run 0
year 2012: Run 0
",239
ER Fernando,"year 1975: Run 22
",47
ERNS Fernando,"year 1983: Run 36
",101
KADM Fernando,"year 2003: Run -
",-
KHRK Fernando,"year 2002: Run 40
year 2006: Run 3
",43
MVT Fernando,"year 2017: Run 7*
year 2019: Run 2*
",30
TCB Fernando,"year 2001: Run 3
year 2002: Run 4*
year 2003: Run 14*
",29
TL Fernando,"year 1989: Run 8
",8
UNK Fernando,"year 1994: Run 20*
",22
WIA Fernando,"year 2016: Run 0
year 2019: Run 145
",145
IS Gallage,"year 1999: Run 14
year 2001: Run 3*
",17
D Gamage,"year 2003: Run 2*
",3
JC Gamage,"year 1995: Run 7*
",8
PLS Gamage,"year 2014: Run 0
year 2015: Run -
year 2017: Run 4
",4
WCA Ganegama,"year 2001: Run 0
year 2006: Run 7
",7
Y Goonasekera,"year 1983: Run 35
",69
HM Goonatilleke,"year 1982: Run 14*
",31
DAS Gunaratne,"year 2016: Run 40
year 2017: Run 483
year 2018: Run 35
year 2019: Run 17
",575
PW Gunaratne,"year 2002: Run 13*
year 2003: Run 15*
",36
MD Gunathilaka,"year 2015: Run 102
year 2016: Run 275
year 2017: Run 539
year 2018: Run 41
year 2019: Run 145
",1102
FRMD Gunatilleke,"year 1979: Run -
",-
AAW Gunawardena,"year 1994: Run 2
",2
DA Gunawardene,"year 1998: Run 65
year 1999: Run 193
year 2000: Run 376
year 2001: Run 474
year 2002: Run 27
year 2003: Run 152
year 2004: Run 366
year 2005: Run 52
year 2006: Run 3
",1708
AP Gurusinha,"year 1985: Run 0
year 1986: Run 252
year 1987: Run 246
year 1988: Run 209
year 1989: Run 248
year 1990: Run 396
year 1991: Run 163
year 1992: Run 447
year 1993: Run 293
year 1994: Run 373
year 1995: Run 529
year 1996: Run 746
",3902
UC Hathurusingha,"year 1992: Run 189
year 1993: Run 400
year 1995: Run 56
year 1996: Run 3
year 1998: Run 21
year 1999: Run 0
",669
HMRKB Herath,"year 2004: Run 0
year 2010: Run 2
year 2011: Run 15
year 2012: Run 39
year 2013: Run 67
year 2014: Run 3
year 2015: Run 14
",140
PD Heyn,"year 1975: Run 2
",3
WS Jayantha,"year 2004: Run 74*
",400
PS Jayaprakashdaran,"year 2005: Run -
",-
RSA Jayasekera,"year 1982: Run 17
",17
SA Jayasinghe,"year 1979: Run 1
",1
GSNFG Jayasuriya,"year 2015: Run 11
year 2016: Run 40
year 2018: Run 32
",83
NGRP Jayasuriya,"year 2018: Run 11*
",11
ST Jayasuriya,"year 1989: Run 40
year 1990: Run 59
year 1991: Run 10
year 1992: Run 143
year 1993: Run 347
year 1994: Run 562
year 1995: Run 494
year 1996: Run 955
year 1997: Run 1178
year 1998: Run 661
year 1999: Run 674
year 2000: Run 910
year 2001: Run 1202
year 2002: Run 1077
year 2003: Run 860
year 2004: Run 724
year 2005: Run 323
year 2006: Run 1153
year 2007: Run 835
year 2008: Run 578
year 2009: Run 643
year 2011: Run 2
",13364
DPMD Jayawardene,"year 1998: Run 98
year 1999: Run 744
year 2000: Run 554
year 2001: Run 1260
year 2002: Run 791
year 2003: Run 313
year 2004: Run 676
year 2005: Run 522
year 2006: Run 1185
year 2007: Run 1089
year 2008: Run 617
year 2009: Run 669
year 2010: Run 509
year 2011: Run 1032
year 2012: Run 785
year 2013: Run 557
year 2014: Run 846
year 2015: Run 403
",12381
HAPW Jayawardene,"year 2003: Run 4
year 2007: Run 23
",27
S Jeganathan,"year 1983: Run -
year 1987: Run 24
year 1988: Run 1
",25
VB John,"year 1982: Run -
year 1983: Run 35
year 1984: Run 9
year 1985: Run 29
year 1987: Run 11
",84
RS Kalpage,"year 1992: Run 90
year 1993: Run 228
year 1994: Run 325
year 1995: Run 96
year 1996: Run 11
year 1997: Run 23
year 1998: Run 37
year 1999: Run 34
",844
S Randiv,"year 2009: Run 5
year 2010: Run 151
year 2011: Run 83
year 2014: Run 15
year 2016: Run 26
",280
LWS Kaluperuma,"year 1975: Run 19
year 1982: Run 14
",33
SMS Kaluperuma,"year 1988: Run 7
",11
RS Kaluwitharana,"year 1990: Run -
year 1991: Run 14
year 1992: Run 1
year 1993: Run 125
year 1994: Run 4
year 1995: Run 149
year 1996: Run 685
year 1997: Run 165
year 1998: Run 479
year 1999: Run 882
year 2000: Run 262
year 2001: Run 583
year 2002: Run 155
year 2003: Run 205
year 2004: Run 2
",3711
SHT Kandamby,"year 2004: Run 23
year 2008: Run 40
year 2009: Run 686
year 2010: Run 65
year 2011: Run 56
year 2014: Run 0
",870
CK Kapugedera,"year 2006: Run 193
year 2007: Run 80
year 2008: Run 603
year 2009: Run 348
year 2010: Run 199
year 2011: Run 20
year 2012: Run 78
year 2015: Run 20
year 2016: Run 10
year 2017: Run 73
",1624
SHU Karnain,"year 1984: Run 29
year 1985: Run 174
year 1988: Run 11
year 1990: Run 15
",229
FDM Karunaratne,"year 2011: Run 64
year 2013: Run 20
year 2015: Run 106
year 2019: Run 77
",267
PHT Kaushal,"year 2015: Run 0
",0
CKB Kulasekara,"year 2011: Run 0
year 2012: Run 19
",38
KMDN Kulasekara,"year 2003: Run -
year 2004: Run 5
year 2006: Run 14
year 2007: Run 15
year 2008: Run 156
year 2009: Run 203
year 2010: Run 82
year 2011: Run 170
year 2012: Run 235
year 2013: Run 184
year 2014: Run 63
year 2015: Run 131
year 2016: Run 31
year 2017: Run 38
",1327
CBRLS Kumara,"year 2017: Run 6
year 2018: Run 10
",16
DSBP Kuruppu,"year 1983: Run 182
year 1984: Run 70
year 1985: Run 41
year 1986: Run 103
year 1987: Run 69
year 1988: Run 331
year 1989: Run 121
year 1990: Run 105
",1022
GF Labrooy,"year 1986: Run 4
year 1987: Run 12
year 1988: Run 77
year 1989: Run 40
year 1990: Run 42
year 1991: Run 35
year 1992: Run 39
",249
RAS Lakmal,"year 2009: Run -
year 2010: Run 0
year 2011: Run 1
year 2012: Run 0
year 2013: Run 4
year 2014: Run 4
year 2015: Run 20
year 2016: Run 20
year 2017: Run 104
year 2018: Run 52
year 2019: Run 12
",217
MKGCP Lakshitha,"year 2002: Run 3*
year 2003: Run 4
",7
DK Liyanage,"year 1992: Run -
year 1993: Run 56
year 1997: Run 86
year 2001: Run 2
",144
KS Lokuarachchi,"year 2003: Run 51
year 2004: Run 40
year 2006: Run 108
year 2007: Run 11
",210
RS Madugalle,"year 1979: Run 4
year 1982: Run 142
year 1983: Run 190
year 1984: Run 98
year 1985: Run 252
year 1987: Run 107
year 1988: Run 157
",950
MAWR Madurasinghe,"year 1988: Run 2
year 1990: Run 10
year 1992: Run 9
",21
DSK Madushanka,"year 2018: Run 7
",7
LD Madushanka,"year 2017: Run 7
",14
RS Mahanama,"year 1986: Run 156
year 1987: Run 257
year 1988: Run 402
year 1989: Run 172
year 1990: Run 187
year 1991: Run 23
year 1992: Run 564
year 1993: Run 605
year 1994: Run 603
year 1995: Run 434
year 1996: Run 491
year 1997: Run 714
year 1998: Run 329
year 1999: Run 225
",5162
MF Maharoof,"year 2004: Run 101
year 2005: Run 121
year 2006: Run 249
year 2007: Run 280
year 2008: Run 24
year 2009: Run 198
year 2010: Run 11
year 2012: Run 58
year 2016: Run 71
",1113
SL Malinga,"year 2004: Run 6
year 2005: Run 1
year 2006: Run 37
year 2007: Run 29
year 2008: Run 19
year 2009: Run 32
year 2010: Run 86
year 2011: Run 92
year 2012: Run 69
year 2013: Run 53
year 2014: Run 18
year 2015: Run 33
year 2017: Run 21
year 2018: Run 10
year 2019: Run 44
",550
AD Mathews,"year 2008: Run 31
year 2009: Run 344
year 2010: Run 291
year 2011: Run 505
year 2012: Run 534
year 2013: Run 585
year 2014: Run 1244
year 2015: Run 438
year 2016: Run 520
year 2017: Run 573
year 2018: Run 315
year 2019: Run 1
",5381
BAW Mendis,"year 2008: Run 57
year 2009: Run 32
year 2010: Run 2
year 2011: Run 15
year 2012: Run 3
year 2013: Run 21
year 2014: Run 33
year 2015: Run 25
",188
BKG Mendis,"year 2016: Run 569
year 2017: Run 587
year 2018: Run 230
year 2019: Run 306
",1692
BMAJ Mendis,"year 2010: Run 47
year 2011: Run 164
year 2012: Run 153
year 2013: Run 104
year 2014: Run 67
year 2015: Run 69
year 2019: Run 13
",617
LRD Mendis,"year 1975: Run 40
year 1979: Run 78
year 1982: Run 169
year 1983: Run 194
year 1984: Run 63
year 1985: Run 436
year 1986: Run 158
year 1987: Run 227
year 1988: Run 135
year 1989: Run 27
",1527
MC Mendis,"year 1995: Run 3*
",3
PHKD Mendis,"year 2019: Run 9
",17
J Mubarak,"year 2002: Run 33
year 2003: Run 35
year 2006: Run 247
year 2007: Run 171
year 2008: Run 145
year 2009: Run 65
year 2013: Run 8
",704
AMN Munasinghe,"year 1994: Run 2
year 1996: Run 11
",13
EMDY Munaweera,"year 2017: Run 11
",15
M Muralitharan,"year 1993: Run 4
year 1994: Run 2
year 1995: Run 23
year 1996: Run 28
year 1997: Run 38
year 1998: Run 40
year 1999: Run 50
year 2000: Run 4
year 2001: Run 81
year 2002: Run 32
year 2003: Run 72
year 2004: Run 11
year 2005: Run 31
year 2006: Run 64
year 2007: Run 11
year 2008: Run 56
year 2009: Run 113
year 2010: Run 7
year 2011: Run 7
",674
MN Nawaz,"year 1998: Run 5
year 2002: Run 26
",31
RAP Nissanka,"year 2001: Run 2
year 2002: Run 18
year 2003: Run 33
",53
ARM Opatha,"year 1975: Run 11
year 1979: Run 18
",29
SP Pasqual,"year 1979: Run 23*
",24
SS Pathirana,"year 2015: Run 66
year 2016: Run 125
year 2017: Run 141
",332
AK Perera,"year 2013: Run 1
year 2014: Run -
year 2016: Run 7
year 2019: Run 31
",39
ASA Perera,"year 1998: Run 17
year 1999: Run 36
year 2001: Run 142
",195
KG Perera,"year 1986: Run -
",-
MDK Perera,"year 2007: Run 30
year 2008: Run 14
year 2014: Run -
year 2016: Run 55
year 2017: Run 24
year 2018: Run 29
",152
MDKJ Perera,"year 2013: Run 333
year 2014: Run 506
year 2015: Run 420
year 2016: Run 376
year 2017: Run 91
year 2018: Run 367
year 2019: Run 190
",2283
NLTC Perera,"year 2009: Run 31
year 2010: Run 102
year 2011: Run 108
year 2012: Run 246
year 2013: Run 164
year 2014: Run 395
year 2015: Run 117
year 2016: Run 70
year 2017: Run 219
year 2018: Run 415
year 2019: Run 280
",2147
PARP Perera,"year 2019: Run 33
",33
PDRL Perera,"year 1999: Run 3
year 2006: Run 5
year 2007: Run 0
",8
HSM Pieris,"year 1975: Run 16
",19
KTGD Prasad,"year 2006: Run 8
year 2008: Run 8
year 2009: Run 1
year 2011: Run 0
year 2012: Run 46
year 2014: Run 64
year 2015: Run 2
",129
S Prasanna,"year 2011: Run 18
year 2012: Run 13
year 2013: Run 70
year 2014: Run 79
year 2015: Run 13
year 2016: Run 177
year 2017: Run 35
year 2019: Run 16
",421
SMA Priyanjan,"year 2013: Run 75
year 2014: Run 327
year 2015: Run 18
",420
KR Pushpakumara,"year 1994: Run 17
year 1995: Run 3
year 1996: Run 14
year 1997: Run 2
year 1998: Run 0
year 1999: Run 0
",36
M Pushpakumara,"year 2009: Run 7*
year 2010: Run -
",7
PM Pushpakumara,"year 2017: Run 8
",11
CAK Rajitha,"year 2018: Run -
year 2019: Run 0*
",0
CPH Ramanayake,"year 1986: Run 0
year 1988: Run 42
year 1990: Run 25
year 1991: Run 9
year 1992: Run 56
year 1993: Run 55
year 1994: Run 23
year 1995: Run 0
",210
AN Ranasinghe,"year 1975: Run 23
year 1982: Run 130
",153
SK Ranasinghe,"year 1986: Run 41
",55
A Ranatunga,"year 1982: Run 68
year 1983: Run 145
year 1984: Run 138
year 1985: Run 283
year 1986: Run 324
year 1987: Run 342
year 1988: Run 340
year 1989: Run 237
year 1990: Run 565
year 1991: Run 152
year 1992: Run 360
year 1993: Run 572
year 1994: Run 840
year 1995: Run 452
year 1996: Run 607
year 1997: Run 815
year 1998: Run 796
year 1999: Run 420
",7456
D Ranatunga,"year 1990: Run 25
",49
N Ranatunga,"year 1993: Run 0
",0
S Ranatunga,"year 1994: Run 70
year 1995: Run 15
year 1996: Run 5
",253
NLK Ratnayake,"year 1989: Run -
year 1990: Run -
",-
RJ Ratnayake,"year 1982: Run 6
year 1983: Run 70
year 1985: Run 145
year 1986: Run 28
year 1987: Run 76
year 1989: Run 20
year 1990: Run 168
year 1991: Run 44
year 1993: Run 55
",612
JR Ratnayeke,"year 1982: Run 9
year 1983: Run 54
year 1984: Run 29
year 1985: Run 163
year 1986: Run 71
year 1987: Run 104
year 1988: Run 258
year 1989: Run 99
year 1990: Run 37
",824
MAR Samarasekera,"year 1983: Run 5
year 1986: Run 5
year 1988: Run 161
year 1989: Run 178
year 1990: Run 116
year 1992: Run 351
year 1994: Run 28
",844
DP Samaraweera,"year 1993: Run 25
year 1994: Run 49
",91
TT Samaraweera,"year 1998: Run 36
year 1999: Run 3
year 2001: Run 27
year 2002: Run 109
year 2005: Run 24
year 2009: Run 253
year 2010: Run 296
year 2011: Run 114
",862
S Samarawickrama,"year 2017: Run 42
year 2018: Run 54
",132
PADLR Sandakan,"year 2016: Run -
year 2017: Run 11
year 2018: Run 5
year 2019: Run 15
",31
KC Sangakkara,"year 2000: Run 382
year 2001: Run 264
year 2002: Run 829
year 2003: Run 695
year 2004: Run 1010
year 2005: Run 746
year 2006: Run 1333
year 2007: Run 758
year 2008: Run 942
year 2009: Run 919
year 2010: Run 726
year 2011: Run 1127
year 2012: Run 1184
year 2013: Run 1201
year 2014: Run 1256
year 2015: Run 862
",13975
CP Senanayake,"year 1990: Run 27
year 1991: Run 26
",126
SMSM Senanayake,"year 2012: Run 63
year 2013: Run 97
year 2014: Run 105
year 2015: Run 25
",290
MD Shanaka,"year 2016: Run 119
year 2018: Run 206
year 2019: Run 2
",327
KJ Silva,"year 1995: Run 1*
",1
LPC Silva,"year 1999: Run 85
year 2001: Run 10
year 2002: Run 39
year 2006: Run 31
year 2007: Run 878
year 2008: Run 281
year 2010: Run 113
year 2011: Run 150
",1587
SAR Silva,"year 1984: Run 21
year 1985: Run 85
",441
TAM Siriwardana,"year 2015: Run 223
year 2016: Run 58
year 2017: Run 232
",513
APB Tennekoon,"year 1975: Run 78
year 1979: Run 59
",137
WU Tharanga,"year 2005: Run 295
year 2006: Run 1062
year 2007: Run 638
year 2008: Run 138
year 2009: Run 523
year 2010: Run 707
year 2011: Run 826
year 2012: Run 752
year 2013: Run 287
year 2014: Run 111
year 2015: Run 68
year 2016: Run 214
year 2017: Run 1011
year 2018: Run 304
year 2019: Run 15
",6941
HDRL Thirimanne,"year 2010: Run 37
year 2012: Run 571
year 2013: Run 417
year 2014: Run 698
year 2015: Run 861
year 2016: Run 2
year 2017: Run 360
year 2019: Run 44
",2990
T Thushara,"year 2008: Run 250
year 2009: Run 107
year 2010: Run 35
",392
HP Tillakaratne,"year 1986: Run 39
year 1988: Run 26
year 1989: Run 177
year 1990: Run 392
year 1991: Run 74
year 1992: Run 280
year 1993: Run 412
year 1994: Run 358
year 1995: Run 451
year 1996: Run 544
year 1997: Run 219
year 1998: Run 82
year 1999: Run 385
year 2002: Run 18
year 2003: Run 332
",3789
MH Tissera,"year 1975: Run 52
",78
I Udana,"year 2012: Run -
year 2019: Run 125
",125
ML Udawatte,"year 2008: Run 73
",257
KEA Upashantha,"year 1995: Run 3
year 1996: Run 8
year 1999: Run 33
year 2000: Run -
year 2001: Run 5
",49
WPUJC Vaas,"year 1994: Run 47
year 1995: Run 72
year 1996: Run 191
year 1997: Run 43
year 1998: Run 69
year 1999: Run 232
year 2000: Run 210
year 2001: Run 215
year 2002: Run 253
year 2003: Run 149
year 2004: Run 105
year 2005: Run 117
year 2006: Run 168
year 2007: Run 63
year 2008: Run 91
",2018
JDF Vandersay,"year 2015: Run 7
year 2016: Run -
year 2017: Run 64
",71
MG Vandort,"year 2006: Run 48
",48
KDK Vithanage,"year 2013: Run 27
year 2014: Run 13*
",75
DM Vonhagt,"year 1985: Run 8
",8
B Warnapura,"year 1975: Run 41
year 1979: Run 38
year 1982: Run 101
",180
SM Warnapura,"year 2007: Run 5
year 2008: Run 30
",35
KPJ Warnaweera,"year 1990: Run 1
year 1991: Run 0
year 1993: Run -
",1
AP Weerakkody,"year 1994: Run 2
",2
DS Weerakkody,"year 2017: Run 58
",73
S Weerakoon,"year 2012: Run -
",-
K Weeraratne,"year 2000: Run 27
year 2001: Run 13
year 2003: Run 1
year 2008: Run 119
",160
UWMBCA Welegedara,"year 2009: Run 2*
year 2010: Run 1
",4
MD Wettimuny,"year 1983: Run 2
",2
S Wettimuny,"year 1982: Run 328
year 1983: Run 287
year 1984: Run 89
year 1985: Run 68
year 1987: Run 14
",786
SRD Wettimuny,"year 1975: Run 53
year 1979: Run 83
",136
RPAH Wickramaratne,"year 1993: Run 3
",4
GP Wickramasinghe,"year 1990: Run -
year 1992: Run 35
year 1993: Run 29
year 1994: Run 41
year 1995: Run 9
year 1996: Run 26
year 1998: Run 42
year 1999: Run 112
year 2000: Run 11
year 2001: Run 34
year 2002: Run 5
",344
AGD Wickremasinghe,"year 1992: Run -
year 1993: Run 2
",2
KIW Wijegunawardene,"year 1988: Run 8
year 1989: Run 3
year 1990: Run 1
year 1991: Run 0
year 1992: Run 8
",20
RGCE Wijesuriya,"year 1982: Run -
year 1985: Run 18
",18
DNT Zoysa,"year 1997: Run 3
year 1998: Run 6
year 1999: Run 33
year 2000: Run 24
year 2001: Run 117
year 2002: Run 47
year 2004: Run 102
year 2005: Run 11
year 2007: Run -
",343
JC Adams,"year 1992: Run 17
year 1993: Run 258
year 1994: Run 214
year 1995: Run 203
year 1996: Run 213
year 1997: Run 133
year 1999: Run 638
year 2000: Run 352
year 2001: Run 176
",2204
FA Allen,"year 2018: Run 10
year 2019: Run 7
",32
SW Ambris,"year 2017: Run 38
year 2019: Run 278
",316
CEL Ambrose,"year 1988: Run 42
year 1989: Run 82
year 1990: Run 1
year 1991: Run 103
year 1992: Run 94
year 1993: Run 39
year 1994: Run 10
year 1995: Run 21
year 1996: Run 64
year 1997: Run 67
year 1998: Run 17
year 1999: Run 84
year 2000: Run 15
",639
HAG Anthony,"year 1995: Run 21
",23
KLT Arthurton,"year 1988: Run 27
year 1989: Run 203
year 1990: Run 0
year 1991: Run 170
year 1992: Run 297
year 1993: Run 461
year 1994: Run 318
year 1995: Run 174
year 1996: Run 2
year 1998: Run 119
year 1999: Run 133
",1904
RA Austin,"year 1978: Run 8
",8
SFAF Bacchus,"year 1978: Run 0
year 1980: Run 157
year 1981: Run 75
year 1982: Run 145
year 1983: Run 235
",612
LS Baker,"year 2008: Run 2
year 2009: Run 11*
",13
OAC Banks,"year 2003: Run 44
year 2005: Run 39
",83
EAE Baptiste,"year 1983: Run 5
year 1984: Run 106
year 1985: Run 8
year 1987: Run 14
year 1988: Run 51
year 1989: Run -
year 1990: Run -
",184
AB Barath,"year 2010: Run 131
year 2011: Run 180
year 2012: Run 83
",394
CS Baugh,"year 2003: Run 65
year 2004: Run 3
year 2006: Run 118
year 2008: Run 37
year 2011: Run 195
year 2012: Run 64
",482
RR Beaton,"year 2017: Run 12*
",15
KCG Benjamin,"year 1992: Run 22
year 1993: Run 29
year 1994: Run 3
year 1995: Run -
year 1996: Run 11
",65
WKM Benjamin,"year 1986: Run 10
year 1987: Run 63
year 1988: Run 12
year 1989: Run 33
year 1991: Run 10
year 1992: Run 62
year 1993: Run 38
year 1994: Run 17
year 1995: Run 53
",298
SJ Benn,"year 2008: Run 31
year 2009: Run 39
year 2010: Run 17
year 2011: Run 22
year 2014: Run 1
year 2015: Run 28
year 2016: Run 44
",182
DE Bernard,"year 2003: Run 7
year 2009: Run 116
year 2010: Run 18
",141
CA Best,"year 1986: Run 10
year 1987: Run 23
year 1988: Run 49
year 1989: Run 121
year 1990: Run 197
year 1991: Run 5
year 1992: Run 68
",473
TL Best,"year 2004: Run 4
year 2005: Run 40
year 2006: Run -
year 2009: Run 8
year 2012: Run 15
year 2013: Run 9
year 2014: Run -
",76
D Bishoo,"year 2011: Run 10
year 2016: Run -
year 2017: Run 80
year 2018: Run 65
year 2019: Run 9
",164
IR Bishop,"year 1988: Run 2
year 1989: Run 47
year 1990: Run 24
year 1991: Run 75
year 1992: Run 34
year 1993: Run 41
year 1995: Run 35
year 1996: Run 81
year 1997: Run 66
",405
MI Black,"year 2001: Run 4
",4
J Blackwood,"year 2015: Run 9
",11
KD Boyce,"year 1973: Run 7
year 1975: Run 50
",57
IDR Bradshaw,"year 2004: Run 58
year 2005: Run 95
year 2006: Run 92
year 2007: Run 42
",287
CR Brathwaite,"year 2011: Run 11
year 2015: Run 60
year 2016: Run 157
year 2017: Run 42
year 2018: Run 53
year 2019: Run 66
",389
KC Brathwaite,"year 2016: Run 78
year 2017: Run 42
",278
DJ Bravo,"year 2004: Run 100
year 2005: Run 213
year 2006: Run 427
year 2007: Run 348
year 2008: Run 203
year 2009: Run 220
year 2010: Run 204
year 2011: Run 195
year 2012: Run 255
year 2013: Run 388
year 2014: Run 415
",2968
DM Bravo,"year 2009: Run 40
year 2010: Run 179
year 2011: Run 637
year 2012: Run 217
year 2013: Run 788
year 2014: Run 310
year 2015: Run 112
year 2016: Run 312
year 2018: Run 56
year 2019: Run 169
",2820
D Brown,"year 2001: Run 1*
year 2002: Run 9
",10
BS Browne,"year 1994: Run 8*
",8
CO Browne,"year 1995: Run 53
year 1996: Run 102
year 1997: Run 17
year 2000: Run 15
year 2001: Run -
year 2004: Run 35
year 2005: Run 193
",415
PA Browne,"year 2008: Run 49*
",134
HR Bryan,"year 1999: Run 11
",43
DK Butler,"year 2005: Run 13*
year 2006: Run 3*
",25
JD Campbell,"year 2019: Run 179
",248
SL Campbell,"year 1994: Run 3
year 1995: Run 438
year 1996: Run 262
year 1997: Run 138
year 1999: Run 747
year 2000: Run 621
year 2001: Run 74
",2283
JL Carter,"year 2015: Run 212
year 2016: Run 104
year 2017: Run 208
year 2019: Run 57
",581
S Chanderpaul,"year 1994: Run 49
year 1995: Run 260
year 1996: Run 515
year 1997: Run 599
year 1998: Run 158
year 1999: Run 960
year 2000: Run 104
year 2001: Run 448
year 2002: Run 624
year 2003: Run 246
year 2004: Run 668
year 2005: Run 650
year 2006: Run 948
year 2007: Run 912
year 2008: Run 578
year 2009: Run 531
year 2010: Run 398
year 2011: Run 130
",8778
J Charles,"year 2012: Run 152
year 2013: Run 686
year 2014: Run 31
year 2015: Run 146
year 2016: Run 268
",1283
RL Chase,"year 2017: Run 68
year 2018: Run 49
year 2019: Run 116
",233
S Chattergoon,"year 2006: Run 63
year 2008: Run 283
year 2009: Run 24
",370
ST Clarke,"year 1978: Run 0
year 1980: Run 20
year 1982: Run 40
",60
PT Collins,"year 1999: Run 0
year 2000: Run 10
year 2001: Run 4
year 2002: Run 11
year 2003: Run 1
year 2005: Run 4
",30
CD Collymore,"year 1999: Run 16
year 2000: Run -
year 2001: Run 10
year 2002: Run 17
year 2003: Run 17
year 2004: Run 12
year 2005: Run 1
year 2006: Run 9
year 2007: Run 22
",104
SS Cottrell,"year 2015: Run 3
year 2017: Run 11
year 2018: Run -
year 2019: Run 12
",26
RT Crandon,"year 2009: Run 5
",5
CEH Croft,"year 1977: Run -
year 1978: Run 5
year 1979: Run 3
year 1980: Run 8
year 1981: Run 2
",18
CE Cuffy,"year 1994: Run 20
year 1996: Run 1
year 1997: Run 4
year 2001: Run 28
year 2002: Run 9
",62
ML Cummins,"year 2014: Run -
year 2016: Run -
year 2017: Run 10
",10
AC Cummins,"year 1991: Run 38
year 1992: Run 32
year 1993: Run 115
year 1994: Run 200
year 1995: Run 74
year 2007: Run 27
",459
WW Daniel,"year 1978: Run 14
year 1983: Run 16
year 1984: Run 19
",49
WW Davis,"year 1983: Run 7
year 1984: Run -
year 1985: Run 11
year 1988: Run 10
",28
N Deonarine,"year 2005: Run 91
year 2007: Run 8
year 2010: Run 411
year 2013: Run 87
year 2014: Run 32
year 2015: Run 53
",682
R Dhanraj,"year 1994: Run 8
year 1995: Run -
",8
M Dillon,"year 1997: Run -
year 1998: Run 5
year 1999: Run 61
year 2000: Run 73
year 2001: Run 12
year 2002: Run 5
year 2003: Run 44
year 2004: Run 15
year 2005: Run 12
",227
